scientificName,decimalLongitude,decimalLatitude
Desmophyllum pertusum,-16.01000023,59.27500153
Desmophyllum pertusum,-122.41203,36.99181
Desmophyllum pertusum,-11.69999981,51.41999817
Desmophyllum pertusum,-79.7525,28.32037
Desmophyllum pertusum,7.960000038,63.81000137
Desmophyllum pertusum,-79.61332,28.03863
Desmophyllum pertusum,22.475755,70.268991
Desmophyllum pertusum,5.400000095,63.25999832
Desmophyllum pertusum,7.449999809,65.08000183
Desmophyllum pertusum,22.30999947,70.27999878
Desmophyllum pertusum,-43.72000122,-24.46999931
Desmophyllum pertusum,29.53000069,70.91999817
Desmophyllum pertusum,-79.61654,28.77335
Desmophyllum pertusum,-91.81999969,27.59000015
Desmophyllum pertusum,6.108276,64.663479
Desmophyllum pertusum,6.4679,65.1345
Desmophyllum pertusum,-5,46
Desmophyllum pertusum,14.41513352,68.91881802
Desmophyllum pertusum,-15.09000015,59.31499863
Desmophyllum pertusum,-84.73192,26.1968
Desmophyllum pertusum,-79.61367,28.03816
Desmophyllum pertusum,8.659999847,65.16000366
Desmophyllum pertusum,13.17500019,36.79000092
Desmophyllum pertusum,5.469533333,59.94201667
Desmophyllum pertusum,-8,48
Desmophyllum pertusum,-78,32.65000153
Desmophyllum pertusum,7.657809308,65.74520961
Desmophyllum pertusum,-10.57999992,60.29999924
Desmophyllum pertusum,-79.3333,27.055
Desmophyllum pertusum,-43.8333,-24.2833
Desmophyllum pertusum,-17.43499947,63.21500015
Desmophyllum pertusum,5.335,63.225
Desmophyllum pertusum,8.670000076,65.16999817
Desmophyllum pertusum,22.30999947,70.26999664
Desmophyllum pertusum,5.2699,62.5373
Desmophyllum pertusum,24.25,71.16000366
Desmophyllum pertusum,6.260000229,-26.18000031
Desmophyllum pertusum,-11.85499954,60.46500015
Desmophyllum pertusum,5.809999943,63.59000015
Desmophyllum pertusum,8.359999657,64.37000275
Desmophyllum pertusum,7.8945,63.9592
Desmophyllum pertusum,-79.61641,28.77571
Desmophyllum pertusum,6.429999828,65
Desmophyllum pertusum,7.8333,63.95
Desmophyllum pertusum,-84.72648,26.20749
Desmophyllum pertusum,-5.880000114,62.20000076
Desmophyllum pertusum,10.61999989,66.25
Desmophyllum pertusum,10.7374,59.0617
Desmophyllum pertusum,14.43119201,68.91386976
Desmophyllum pertusum,7.9297,64.1867
Desmophyllum pertusum,5.75,64.58000183
Desmophyllum pertusum,-15.64000034,55.56999969
Desmophyllum pertusum,4.150000095,62.70999908
Desmophyllum pertusum,-6,47
Desmophyllum pertusum,-8,48
Desmophyllum pertusum,-89.79833,28.19388
Desmophyllum pertusum,-79.59999847,26.39999962
Desmophyllum pertusum,-7.079999924,47.56000137
Desmophyllum pertusum,-15,55
Desmophyllum pertusum,-84.75572,26.33534
